Lat,Lon,Z
47.68005205,11.99224154,784.9000244
47.68004198,11.99224959,784.8380127
47.68003191,11.99225765,784.7080078
47.68002332,11.99226505,784.7080078
47.68001503,11.99227292,784.6500244
47.68000674,11.99228078,784.6340332
47.67999845,11.99228865,784.5490112
47.67999016,11.99229652,784.4910278
47.67998178,11.99230522,784.4590454
47.6799734,11.99231392,784.3890381
47.67996502,11.99232262,784.3320313
47.67995664,11.99233132,784.3130493
47.67994826,11.99234002,784.2960205
47.67993988,11.99234873,784.3040161
47.6799315,11.99235743,784.3470459
47.67992311,11.99236613,784.2460327
47.67991473,11.99237483,784.1660156
47.67990635,11.99238353,784.1330566
47.67989692,11.99239324,784.1470337
47.67988695,11.99240345,784.0900269
47.67987699,11.99241366,784.0010376
47.67986703,11.99242387,784.0770264
47.67985706,11.99243408,784.0410156
47.6798471,11.99244429,784.0010376
47.67983714,11.9924545,784.0140381
47.67982717,11.9924647,783.9630127
47.67981721,11.99247491,783.9170532
47.67980725,11.99248512,783.9440308
47.67979825,11.99249395,783.9360352
47.67978884,11.99250204,783.8770142
47.67977942,11.99251013,783.8640137
47.67977001,11.99251822,783.8800659
47.67976059,11.99252631,783.8500366
47.67975118,11.9925344,783.8650513
47.67974176,11.99254249,783.8360596
47.67973235,11.99255058,783.8530273
47.67972423,11.99255633,783.8740234
47.67971399,11.99256145,783.8200073
47.67970376,11.99256657,783.8150635
47.67969352,11.99257168,783.7680664
47.67968328,11.9925768,783.7300415
47.67967305,11.99258192,783.7620239
47.67966281,11.99258704,783.7250366
47.67965258,11.99259216,783.7060547
47.67964234,11.99259728,783.743042
47.6796321,11.9926024,783.7470093
47.67962187,11.99260752,783.7320557
47.67961124,11.9926108,783.7260132
47.67960061,11.99261408,783.7230225
47.67958998,11.99261736,783.7060547
47.67957935,11.99262065,783.6820068
47.67956872,11.99262393,783.6830444
47.67955809,11.99262721,783.6900635
47.67954746,11.99263049,783.6660156
47.67953603,11.99263377,783.6540527
47.67952566,11.99263622,783.6500244
47.67951529,11.99263866,783.6230469
47.67950492,11.99264111,783.6540527
47.67949455,11.99264356,783.6520386
47.67948418,11.99264601,783.6300659
47.67947381,11.99264845,783.6300659
47.67946344,11.9926509,783.6520386
47.67945308,11.99265335,783.6660156
47.67944271,11.9926558,783.6950073
47.67943234,11.99265825,783.7280273
47.67942184,11.99266054,783.7790527
47.67941134,11.99266284,783.776062
47.67940085,11.99266513,783.7660522
47.67939035,11.99266743,783.7920532
47.67937985,11.99266973,783.8210449
47.67936935,11.99267202,783.8030396
47.67935885,11.99267432,783.78302
47.67934836,11.99267661,783.7960205
47.67933786,11.99267891,783.8070068
47.67932736,11.9926812,783.8210449
47.67931643,11.99268352,783.8230591
47.67930527,11.99268584,783.8490601
47.67929412,11.99268816,783.8760376
47.67928296,11.99269048,783.8900146
47.67927181,11.9926928,783.901062
47.67926065,11.99269512,783.9060669
47.6792495,11.99269744,783.9330444
47.67923834,11.99269976,783.9690552
47.67922719,11.99270208,783.9540405
47.67921603,11.9927044,783.9500122
47.67920583,11.99270634,783.9650269
47.67919614,11.99270771,783.9810181
47.67918645,11.99270909,783.9760132
47.67917677,11.99271047,783.9970093
47.67916708,11.99271184,783.9980469
47.67915723,11.99271327,783.967041
47.67914593,11.99271492,783.9880371
47.67913463,11.99271656,784.0020142
47.67912334,11.9927182,784.0440674
47.67911204,11.99271985,784.007019
47.67910075,11.99272149,783.9290161
47.67908945,11.99272313,783.9580078
47.67907816,11.99272478,783.9610596
47.67906863,11.99272401,784.0130615
47.6790591,11.99272324,784.0440674
47.67904957,11.99272248,784.0430298
47.67904004,11.99272171,784.0610352
47.67903052,11.99272095,784.06604
47.67902099,11.99272018,784.0150146
47.67901146,11.99271941,784.000061
47.67900239,11.99271856,783.9790649
47.67899343,11.99271728,783.953064
47.67898446,11.99271599,783.9330444
47.67897376,11.99271503,783.9360352
47.67896306,11.99271408,783.927063
47.67895237,11.99271312,783.934021
47.67894167,11.99271216,783.9430542
47.67893097,11.99271121,783.9540405
47.67892027,11.99271025,783.8570557
47.67891052,11.99270943,783.8760376
47.67890073,11.99270862,783.8760376
47.67889094,11.99270781,783.8950195
47.67888167,11.99270699,783.9220581
47.67887252,11.99270605,783.901062
47.67886337,11.99270512,783.8400269
47.67885223,11.99270404,783.8310547
47.67884078,11.99270305,783.8490601
47.67882932,11.99270206,783.9000244
47.67881787,11.99270108,783.9240112
47.67880642,11.99270009,783.9180298
47.67879496,11.9926991,783.9680176
47.67878351,11.99269812,783.9840088
47.67877206,11.99269713,783.9760132
47.67876061,11.99269614,783.9820557
47.67874915,11.99269516,783.9750366
47.6787377,11.99269417,784.007019
47.67872721,11.99269096,784.0150146
47.67871671,11.99268776,784.0320435
47.67870622,11.99268455,783.9350586
47.67869573,11.99268134,783.993042
47.67868523,11.99267813,784.0110474
47.6786738,11.99267481,784.0210571
47.67866412,11.99267202,784.0740356
47.67865444,11.99266923,784.0810547
47.67864476,11.99266644,784.0680542
47.67863508,11.99266366,784.1100464
47.6786254,11.99266087,784.1070557
47.67861572,11.99265808,784.1110229
47.67860604,11.99265529,784.1240234
47.67859636,11.9926525,784.132019
47.67858668,11.99264971,784.085022
47.6785767,11.99264533,784.0930176
47.67856724,11.99264049,784.1300659
47.67855778,11.99263565,784.1410522
47.67854832,11.99263081,784.118042
47.67853874,11.99262593,784.1000366
47.67852746,11.99262021,784.0750122
47.67851618,11.99261448,784.0900269
47.6785049,11.99260876,784.0740356
47.67849362,11.99260304,784.0740356
47.67848234,11.99259732,784.0310669
47.67847106,11.9925916,784.0540161
47.67845978,11.99258588,784.0370483
47.67845077,11.99258081,784.0180664
47.67844066,11.99257419,784.0390625
47.67843055,11.99256757,784.0130615
47.67842044,11.99256095,784.0830078
47.67841033,11.99255433,784.0880127
47.67840021,11.99254771,784.0890503
47.6783901,11.99254109,784.0800171
47.67837999,11.99253447,784.0630493
47.67836988,11.99252785,784.1090088
47.67835977,11.99252123,784.1010132
47.67834966,11.99251461,784.1160278
47.67834072,11.99250844,784.1290283
47.67833179,11.99250227,784.0800171
47.67832285,11.9924961,784.1160278
47.67831392,11.99248993,784.0710449
47.67830498,11.99248376,784.092041
47.67829605,11.99247759,784.052063
47.67828711,11.99247142,784.0730591
47.67827818,11.99246525,784.0640259
47.67826924,11.99245908,784.0400391
47.67826031,11.99245291,784.0140381
47.67824843,11.99244436,784.0250244
47.67823954,11.99243786,784.000061
47.67823065,11.99243137,783.993042
47.67822175,11.99242487,783.9960327
47.67821286,11.99241838,784.0640259
47.67820396,11.99241188,784.0550537
47.67819507,11.99240539,784.0770264
47.67818617,11.99239889,784.0270386
47.67817728,11.99239239,784.1340332
47.67816839,11.9923859,784.085022
47.67815949,11.9923794,784.0470581
47.6781506,11.99237291,784.1090088
47.6781417,11.99236641,784.1130371
47.67813281,11.99235992,783.8780518
47.67812392,11.99235342,784.0320435
47.67811478,11.99234628,783.802063
47.6781054,11.99233849,783.9870605
47.67809601,11.9923307,783.7820435
47.67808663,11.9923229,783.6680298
47.67807725,11.99231511,783.8640137
47.67806787,11.99230732,783.5560303
47.67805849,11.99229953,783.7740479
47.6780491,11.99229174,783.4690552
47.67803972,11.99228394,783.7090454
47.67803034,11.99227615,783.3310547
47.67802096,11.99226836,783.6060181
47.67801158,11.99226057,783.2820435
47.67800219,11.99225277,783.4400635
47.67799281,11.99224498,783.1790161
47.67798343,11.99223719,783.3450317
47.67797405,11.9922294,783.6540527
47.67796551,11.99221923,783.3590088
47.67795697,11.99220906,783.4880371
47.67794844,11.99219888,783.7980347
47.6779399,11.99218871,783.4540405
47.67793136,11.99217854,783.7720337
47.67792282,11.99216837,784.000061
47.67791429,11.9921582,784.1200562
47.67790575,11.99214803,783.90802
47.67789721,11.99213786,784.151062
47.67788867,11.99212769,784.1420288
47.67788062,11.99211616,784.1680298
47.67787281,11.99210396,784.1810303
47.67786499,11.99209177,784.1830444
47.67785718,11.99207957,784.1940308
47.67784936,11.99206737,784.2700195
47.67784155,11.99205517,784.3180542
47.67783374,11.99204297,784.3220215
47.67782592,11.99203077,784.3770142
47.67781811,11.99201857,784.4400635
47.6778103,11.99200637,784.4860229
47.67780134,11.99199127,784.4210205
47.67779384,11.99197732,784.4110107
47.67778634,11.99196338,784.3910522
47.67777884,11.99194943,784.3830566
47.67777134,11.99193548,784.4290161
47.67776385,11.99192154,784.4680176
47.67775635,11.99190759,784.4450073
47.67774885,11.99189364,784.4940186
47.67774135,11.9918797,784.5140381
47.67773385,11.99186575,784.4900513
47.67772636,11.99185181,784.5090332
47.67771886,11.99183786,784.5460205
47.67771136,11.99182391,784.5400391
47.67770386,11.99180997,784.5630493
47.67769636,11.99179602,784.6010132
47.67768887,11.99178208,784.69104
47.67768504,11.99176888,784.6610107
47.67768121,11.99175568,784.6630249
47.67767738,11.99174248,784.5980225
47.67767355,11.99172928,784.4610596
47.67766972,11.99171608,784.5460205
47.67766589,11.99170289,784.6400146
47.67766206,11.99168969,784.6620483
47.67765824,11.99167649,784.6810303
47.67765441,11.99166329,784.684021
47.67765058,11.99165009,784.6820068
47.67764675,11.99163689,784.7040405
47.67764292,11.9916237,784.757019
47.67763909,11.9916105,784.7580566
47.67763526,11.9915973,784.769043
47.67763143,11.9915841,784.7060547
47.67762741,11.99156991,784.7400513
47.67762318,11.99155471,784.7800293
47.67761896,11.99153952,784.769043
47.67761474,11.99152433,784.7270508
47.67761051,11.99150913,784.7770386
47.67760629,11.99149394,784.7450562
47.67760206,11.99147875,784.8040161
47.67759784,11.99146355,784.7790527
47.67759362,11.99144836,784.7460327
47.67758939,11.99143317,784.7110596
47.67758517,11.99141797,784.710022
47.67758095,11.99140278,784.7370605
47.67757672,11.99138759,784.7070313
47.6775725,11.99137239,784.710022
47.67756827,11.9913572,784.7450562
47.67756405,11.99134201,784.7070313
47.67756016,11.99132689,784.7150269
47.67755627,11.99131177,784.5560303
47.67755238,11.99129665,784.6210327
47.67754849,11.99128153,784.4830322
47.6775446,11.99126641,784.5420532
47.67754071,11.99125129,784.4170532
47.67753682,11.99123617,784.4570313
47.67753293,11.99122106,784.3370361
47.67752904,11.99120594,784.3870239
47.67752515,11.99119082,784.2780151
47.67752125,11.9911757,784.2930298
47.67751736,11.99116058,784.2680664
47.67751347,11.99114546,784.3610229
47.67750958,11.99113034,784.3000488
47.67750569,11.99111522,784.3320313
47.67749903,11.99110163,784.2700195
47.6774896,11.99108957,784.4070435
47.67748017,11.99107751,784.5210571
47.67747075,11.99106545,784.5250244
47.67746132,11.99105339,784.5380249
47.67745189,11.99104133,784.4850464
47.67744246,11.99102927,784.4580078
47.67743303,11.99101721,784.6090088
47.6774236,11.99100515,784.7250366
47.67741417,11.99099309,784.8480225
47.67740474,11.99098103,785.0490112
47.67739531,11.99096897,785.3060303
47.67738588,11.99095691,785.4560547
47.67737646,11.99094485,785.5230103
47.67736703,11.99093279,786.184021
47.67736231,11.99092676,786.3870239
